vehicle,stop_code,date,arrival_time,departure_time,passenger_on,passenger_off
Vehicle3,4,07/02/2012,20:18:20,20:19:20,14,0
Vehicle5,8,07/02/2012,20:19:34,20:20:34,18,1
Vehicle4,11,07/02/2012,20:20:15,20:21:15,12,0
Vehicle5,9,07/02/2012,20:24:27,20:25:27,9,1
Vehicle4,11,07/02/2012,20:20:15,20:25:36,12,0
Vehicle4,11,07/02/2012,20:20:15,20:25:37,12,0
Vehicle3,5,07/02/2012,20:27:03,20:28:03,10,1
Vehicle4,11,07/02/2012,20:20:15,20:30:04,12,0
Vehicle4,11,07/02/2012,20:20:15,20:30:05,12,0
Vehicle4,11,07/02/2012,20:20:15,20:30:06,12,0
Vehicle5,10,07/02/2012,20:29:23,20:30:23,4,0
Vehicle4,1,07/02/2012,20:30:07,20:31:07,13,1
Vehicle4,1,07/02/2012,20:31:08,20:32:08,0,0
Vehicle3,6,07/02/2012,20:31:21,20:32:21,11,0
Vehicle4,1,07/02/2012,20:32:09,20:33:09,0,0
Vehicle3,6,07/02/2012,20:32:22,20:33:22,2,2
Vehicle4,1,07/02/2012,20:33:10,20:34:10,0,0
Vehicle3,6,07/02/2012,20:33:23,20:34:23,1,0
Vehicle5,11,07/02/2012,20:33:40,20:34:40,10,2
Vehicle4,1,07/02/2012,20:34:11,20:35:11,0,2
Vehicle3,6,07/02/2012,20:34:24,20:35:24,0,0
Vehicle3,6,07/02/2012,20:35:25,20:36:25,0,0
Vehicle3,6,07/02/2012,20:36:26,20:37:26,0,1
Vehicle3,6,07/02/2012,20:37:27,20:38:27,0,0
Vehicle4,2,07/02/2012,20:37:50,20:38:50,22,0
Vehicle5,11,07/02/2012,20:33:40,20:39:14,10,2
Vehicle5,11,07/02/2012,20:33:40,20:39:15,10,2
Vehicle3,6,07/02/2012,20:38:28,20:39:28,1,0
Vehicle3,6,07/02/2012,20:39:29,20:40:29,0,0
Vehicle4,3,07/02/2012,20:40:19,20:41:19,24,2
Vehicle4,3,07/02/2012,20:41:20,20:42:20,0,0
Vehicle5,11,07/02/2012,20:33:40,20:43:40,10,2
Vehicle5,11,07/02/2012,20:33:40,20:43:41,10,2
Vehicle5,11,07/02/2012,20:33:40,20:43:42,10,2
Vehicle5,1,07/02/2012,20:43:43,20:44:43,5,0
Vehicle4,4,07/02/2012,20:44:32,20:45:32,21,0
Vehicle3,7,07/02/2012,20:45:05,20:46:05,13,0
Vehicle4,4,07/02/2012,20:45:33,20:46:33,0,1
Vehicle4,4,07/02/2012,20:46:34,20:47:34,3,0
Vehicle5,2,07/02/2012,20:47:33,20:48:33,4,1
Vehicle5,3,07/02/2012,20:50:00,20:51:00,3,0
Vehicle3,8,07/02/2012,20:50:37,20:51:37,14,0
Vehicle3,8,07/02/2012,20:51:38,20:52:38,1,0
Vehicle5,4,07/02/2012,20:52:59,20:53:59,4,0
Vehicle5,4,07/02/2012,20:54:00,20:55:00,3,0
Vehicle4,5,07/02/2012,20:55:35,20:56:35,8,1
Vehicle3,9,07/02/2012,20:56:52,20:57:52,21,0
Vehicle3,9,07/02/2012,20:57:53,20:58:53,0,1
Vehicle3,9,07/02/2012,20:58:54,20:59:54,2,3
Vehicle4,6,07/02/2012,20:59:52,21:00:52,8,1
Vehicle3,9,07/02/2012,20:59:55,21:00:55,0,0
Vehicle5,5,07/02/2012,21:03:24,21:04:24,6,0
Vehicle5,5,07/02/2012,21:04:25,21:05:25,1,3
Vehicle3,10,07/02/2012,21:04:57,21:05:57,16,1
Vehicle5,5,07/02/2012,21:05:26,21:06:26,1,1
Vehicle4,7,07/02/2012,21:05:38,21:06:38,4,0
Vehicle3,10,07/02/2012,21:05:58,21:06:58,1,1
Vehicle5,6,07/02/2012,21:09:27,21:10:27,9,2
Vehicle3,11,07/02/2012,21:10:04,21:11:04,20,0
Vehicle5,6,07/02/2012,21:10:28,21:11:28,2,2
Vehicle4,8,07/02/2012,21:11:05,21:12:05,4,0
Vehicle5,6,07/02/2012,21:11:29,21:12:29,2,0
Vehicle5,6,07/02/2012,21:12:30,21:13:30,2,2
Vehicle5,6,07/02/2012,21:13:31,21:14:31,1,0
Vehicle3,11,07/02/2012,21:10:04,21:16:16,20,0
Vehicle3,11,07/02/2012,21:10:04,21:16:17,20,0
Vehicle3,11,07/02/2012,21:10:04,21:16:18,20,0
Vehicle4,9,07/02/2012,21:16:44,21:17:44,10,1
Vehicle5,7,07/02/2012,21:19:31,21:20:31,5,0
Vehicle3,11,07/02/2012,21:10:04,21:20:58,20,0
Vehicle3,11,07/02/2012,21:10:04,21:20:59,20,0
Vehicle3,11,07/02/2012,21:10:04,21:21:00,20,0
Vehicle5,7,07/02/2012,21:20:32,21:21:32,1,0
Vehicle4,10,07/02/2012,21:21:49,21:22:49,5,1
Vehicle4,11,07/02/2012,21:25:57,21:26:57,13,1
Vehicle5,8,07/02/2012,21:25:59,21:26:59,8,1
Vehicle5,8,07/02/2012,21:27:00,21:28:00,1,1
Vehicle4,11,07/02/2012,21:25:57,21:31:58,13,1
Vehicle4,11,07/02/2012,21:25:57,21:31:59,13,1
Vehicle5,9,07/02/2012,21:32:30,21:33:30,3,1
Vehicle4,11,07/02/2012,21:25:57,21:36:35,13,1
Vehicle4,11,07/02/2012,21:25:57,21:36:36,13,1
Vehicle4,11,07/02/2012,21:25:57,21:36:37,13,1
Vehicle4,11,07/02/2012,21:25:57,21:36:38,13,1
Vehicle5,10,07/02/2012,21:37:33,21:38:33,7,0
Vehicle5,10,07/02/2012,21:38:34,21:39:34,1,0
Vehicle5,10,07/02/2012,21:39:35,21:40:35,0,0
Vehicle5,10,07/02/2012,21:40:36,21:41:36,0,0
Vehicle5,10,07/02/2012,21:41:37,21:42:37,1,2
Vehicle5,10,07/02/2012,21:42:38,21:43:38,1,0
Vehicle5,11,07/02/2012,21:47:04,21:48:04,12,1
Vehicle5,11,07/02/2012,21:47:04,21:53:06,12,1
Vehicle5,11,07/02/2012,21:47:04,21:53:07,12,1
Vehicle5,11,07/02/2012,21:47:04,21:57:38,12,1
Vehicle5,11,07/02/2012,21:47:04,21:57:39,12,1
Vehicle5,11,07/02/2012,21:47:04,21:57:40,12,1
Vehicle5,11,07/02/2012,21:47:04,21:57:41,12,1
Vehicle5,1,07/02/2012,21:57:42,21:58:42,11,0
Vehicle5,2,07/02/2012,22:01:42,22:02:42,25,0
Vehicle5,3,07/02/2012,22:04:12,22:05:12,44,1
Vehicle5,4,07/02/2012,22:07:25,22:08:25,38,3
Vehicle5,4,07/02/2012,22:08:26,22:09:26,0,1
Vehicle5,4,07/02/2012,22:09:27,22:10:27,0,0
Vehicle5,5,07/02/2012,22:18:43,22:19:43,36,0
Vehicle5,5,07/02/2012,22:19:44,22:20:44,0,0
Vehicle5,5,07/02/2012,22:20:45,22:21:45,0,0
Vehicle5,5,07/02/2012,22:21:46,22:22:46,0,0
Vehicle5,5,07/02/2012,22:22:47,22:23:47,0,0
Vehicle5,6,07/02/2012,22:27:06,22:28:06,39,0
Vehicle5,6,07/02/2012,22:28:07,22:29:07,0,0
Vehicle5,6,07/02/2012,22:29:08,22:30:08,1,1
Vehicle5,7,07/02/2012,22:34:29,22:35:29,37,0
Vehicle5,8,07/02/2012,22:40:03,22:41:03,33,1
Vehicle5,8,07/02/2012,22:41:04,22:42:04,0,1
Vehicle5,8,07/02/2012,22:42:05,22:43:05,0,0
Vehicle5,8,07/02/2012,22:43:06,22:44:06,0,0
Vehicle5,8,07/02/2012,22:44:07,22:45:07,0,0
Vehicle5,8,07/02/2012,22:45:08,22:46:08,1,1
Vehicle5,8,07/02/2012,22:46:09,22:47:09,1,0
Vehicle5,8,07/02/2012,22:47:10,22:48:10,0,1
Vehicle5,8,07/02/2012,22:48:11,22:49:11,0,0
Vehicle5,8,07/02/2012,22:49:12,22:50:12,0,0
Vehicle5,9,07/02/2012,22:54:30,22:55:30,47,0
Vehicle5,9,07/02/2012,22:55:31,22:56:31,0,0
Vehicle5,10,07/02/2012,23:00:11,23:01:11,42,0
Vehicle5,10,07/02/2012,23:01:12,23:02:12,1,0
Vehicle5,11,07/02/2012,23:04:37,23:05:37,27,0
Vehicle5,11,07/02/2012,23:05:38,23:06:38,0,0
Vehicle5,11,07/02/2012,23:06:39,23:07:39,0,2
Vehicle5,11,07/02/2012,23:07:40,23:08:40,0,0
Vehicle5,11,07/02/2012,23:08:41,23:09:41,0,0
Vehicle5,11,07/02/2012,23:09:42,23:10:42,0,1
Vehicle5,11,07/02/2012,23:09:42,23:15:28,0,1
Vehicle5,11,07/02/2012,23:09:42,23:15:29,0,1
Vehicle5,11,07/02/2012,23:09:42,23:19:55,0,1
Vehicle5,11,07/02/2012,23:09:42,23:19:56,0,1
Vehicle5,11,07/02/2012,23:09:42,23:19:57,0,1
Vehicle5,1,07/02/2012,23:19:58,23:20:58,36,1
Vehicle5,1,07/02/2012,23:20:59,23:21:59,0,0
Vehicle5,1,07/02/2012,23:22:00,23:23:00,0,0
Vehicle5,1,07/02/2012,23:23:01,23:24:01,2,0
Vehicle5,1,07/02/2012,23:24:02,23:25:02,1,1
Vehicle5,1,07/02/2012,23:25:03,23:26:03,1,1
Vehicle5,2,07/02/2012,23:27:50,23:28:50,50,0
Vehicle5,2,07/02/2012,23:28:51,23:29:51,0,0
Vehicle5,2,07/02/2012,23:29:52,23:30:52,0,0
Vehicle5,2,07/02/2012,23:30:53,23:31:53,0,2
Vehicle5,2,07/02/2012,23:31:54,23:32:54,0,1
Vehicle5,2,07/02/2012,23:32:55,23:33:55,0,0
Vehicle5,3,07/02/2012,23:35:24,23:36:24,55,0
Vehicle5,4,07/02/2012,23:38:30,23:39:30,50,0
Vehicle5,4,07/02/2012,23:39:31,23:40:31,1,0
Vehicle5,4,07/02/2012,23:40:32,23:41:32,2,1
Vehicle5,5,07/02/2012,23:49:19,23:50:19,41,0
Vehicle5,6,07/02/2012,23:53:27,23:54:27,37,1
Vehicle5,6,07/02/2012,23:54:28,23:55:28,0,0
Vehicle5,6,07/02/2012,23:55:29,23:56:29,1,0
Vehicle5,7,08/02/2012,07:00:30,07:01:30,46,1
Vehicle5,7,08/02/2012,07:01:31,07:02:31,0,0
Vehicle5,8,08/02/2012,07:07:05,07:08:05,38,0
Vehicle5,8,08/02/2012,07:08:06,07:09:06,1,0
Vehicle5,9,08/02/2012,07:13:19,07:14:19,33,0
Vehicle5,9,08/02/2012,07:14:20,07:15:20,0,0
Vehicle5,10,08/02/2012,07:19:14,07:20:14,53,0
Vehicle5,11,08/02/2012,07:23:26,07:24:26,43,0
Vehicle5,11,08/02/2012,07:24:27,07:25:27,0,1
Vehicle5,11,08/02/2012,07:24:27,07:30:02,0,1
Vehicle5,11,08/02/2012,07:24:27,07:34:27,0,1
Vehicle5,11,08/02/2012,07:24:27,07:34:28,0,1
Vehicle5,11,08/02/2012,07:24:27,07:34:29,0,1
Vehicle5,1,08/02/2012,07:34:30,07:35:30,34,3
Vehicle5,2,08/02/2012,07:38:19,07:39:19,32,2
Vehicle5,2,08/02/2012,07:39:20,07:40:20,0,0
Vehicle5,2,08/02/2012,07:40:21,07:41:21,0,2
Vehicle5,2,08/02/2012,07:41:22,07:42:22,0,0
Vehicle5,2,08/02/2012,07:42:23,07:43:23,0,2
Vehicle5,3,08/02/2012,07:44:48,07:45:48,31,0
Vehicle5,4,08/02/2012,07:47:45,07:48:45,36,0
Vehicle5,5,08/02/2012,07:56:32,07:57:32,36,0
Vehicle5,6,08/02/2012,08:00:45,08:01:45,24,0
Vehicle5,7,08/02/2012,08:06:20,08:07:20,38,3
Vehicle5,7,08/02/2012,08:07:21,08:08:21,1,1
Vehicle5,7,08/02/2012,08:08:22,08:09:22,0,0
Vehicle5,7,08/02/2012,08:09:23,08:10:23,1,1
Vehicle5,7,08/02/2012,08:10:24,08:11:24,0,0
Vehicle5,8,08/02/2012,08:15:09,08:16:09,34,0
Vehicle5,8,08/02/2012,08:16:10,08:17:10,0,0
Vehicle5,8,08/02/2012,08:17:11,08:18:11,0,0
Vehicle5,8,08/02/2012,08:18:12,08:19:12,1,0
Vehicle5,9,08/02/2012,08:23:28,08:24:28,43,2
Vehicle5,9,08/02/2012,08:24:29,08:25:29,0,0
Vehicle5,9,08/02/2012,08:25:30,08:26:30,0,0
Vehicle5,10,08/02/2012,08:29:27,08:30:27,36,0
Vehicle5,10,08/02/2012,08:30:28,08:31:28,1,1
Vehicle5,10,08/02/2012,08:31:29,08:32:29,0,0
Vehicle5,11,08/02/2012,08:35:45,08:36:45,27,0
Vehicle5,11,08/02/2012,08:36:46,08:37:46,1,2
Vehicle5,11,08/02/2012,08:37:47,08:38:47,0,0
Vehicle5,11,08/02/2012,08:38:48,08:39:48,0,0
Vehicle5,11,08/02/2012,08:39:49,08:40:49,1,1
Vehicle5,11,08/02/2012,08:40:50,08:41:50,0,2
Vehicle5,11,08/02/2012,08:41:51,08:42:51,0,0
Vehicle5,11,08/02/2012,08:41:51,08:47:23,0,0
Vehicle5,11,08/02/2012,08:41:51,08:47:24,0,0
Vehicle5,11,08/02/2012,08:41:51,08:47:25,0,0
Vehicle5,11,08/02/2012,08:41:51,08:51:49,0,0
Vehicle5,11,08/02/2012,08:41:51,08:51:50,0,0
Vehicle1,1,07/02/2012,12:44:37,12:45:37,27,0
Vehicle1,1,08/02/2012,12:45:38,12:46:38,106,0
Vehicle1,1,08/02/2012,12:46:39,12:47:39,0,0
Vehicle1,1,08/02/2012,12:47:40,12:48:40,1,2
Vehicle1,1,08/02/2012,12:48:41,12:49:41,1,0
Vehicle1,1,08/02/2012,12:49:42,12:50:42,1,0
Vehicle1,1,08/02/2012,12:50:43,12:51:43,0,0
Vehicle1,1,08/02/2012,12:51:44,12:52:44,2,1
Vehicle1,1,08/02/2012,12:52:45,12:53:45,0,1
Vehicle1,1,08/02/2012,12:53:46,12:54:46,0,0
Vehicle1,1,08/02/2012,12:54:47,12:55:47,0,0
Vehicle2,1,07/02/2012,12:54:52,12:55:52,6,2
Vehicle1,1,08/02/2012,12:55:48,12:56:48,0,2
Vehicle2,1,08/02/2012,12:55:53,12:56:53,0,2
Vehicle1,1,08/02/2012,12:56:49,12:57:49,1,0
Vehicle2,1,08/02/2012,12:56:54,12:57:54,0,0
Vehicle1,1,08/02/2012,12:57:50,12:58:50,0,0
Vehicle2,1,08/02/2012,12:57:55,12:58:55,0,0
Vehicle1,1,08/02/2012,12:58:51,12:59:51,0,0
Vehicle2,1,08/02/2012,12:58:56,12:59:56,0,0
Vehicle1,1,08/02/2012,12:59:52,13:00:52,0,1
Vehicle2,1,08/02/2012,12:59:57,13:00:57,0,1
Vehicle1,1,08/02/2012,13:00:53,13:01:53,0,0
Vehicle2,1,08/02/2012,13:00:58,13:01:58,0,0
Vehicle1,1,08/02/2012,13:01:54,13:02:54,0,0
Vehicle2,1,08/02/2012,13:01:59,13:02:59,0,0
Vehicle1,1,08/02/2012,13:02:55,13:03:55,1,0
Vehicle2,1,08/02/2012,13:03:00,13:04:00,0,0
Vehicle1,1,08/02/2012,13:03:56,13:04:56,0,0
Vehicle2,1,08/02/2012,13:04:01,13:05:01,0,0
Vehicle1,1,08/02/2012,13:04:57,13:05:57,0,0
Vehicle2,1,08/02/2012,13:05:02,13:06:02,0,1
Vehicle1,1,08/02/2012,13:05:58,13:06:58,0,1
Vehicle2,1,08/02/2012,13:06:03,13:07:03,0,0
Vehicle1,1,08/02/2012,13:06:59,13:07:59,0,0
Vehicle2,1,08/02/2012,13:07:04,13:08:04,1,2
Vehicle1,1,08/02/2012,13:08:00,13:09:00,3,1
Vehicle2,1,08/02/2012,13:08:05,13:09:05,0,1
Vehicle1,1,08/02/2012,13:09:01,13:10:01,2,2
Vehicle2,1,08/02/2012,13:09:06,13:10:06,0,2
Vehicle1,1,08/02/2012,13:10:02,13:11:02,2,0
Vehicle2,1,08/02/2012,13:10:07,13:11:07,0,0
Vehicle1,1,08/02/2012,13:11:03,13:12:03,0,1
Vehicle2,1,08/02/2012,13:11:08,13:12:08,0,1
Vehicle1,1,08/02/2012,13:12:04,13:13:04,1,0
Vehicle2,1,08/02/2012,13:12:09,13:13:09,0,0
Vehicle1,1,08/02/2012,13:13:05,13:14:05,0,1
Vehicle2,1,08/02/2012,13:13:10,13:14:10,0,1
Vehicle1,1,08/02/2012,13:14:06,13:15:06,1,0
Vehicle2,1,08/02/2012,13:14:11,13:15:11,0,0
Vehicle1,1,08/02/2012,13:15:07,13:16:07,0,0
Vehicle2,1,08/02/2012,13:15:12,13:16:12,0,0
Vehicle1,1,08/02/2012,13:16:08,13:17:08,1,0
Vehicle2,1,08/02/2012,13:16:13,13:17:13,0,0
Vehicle1,1,08/02/2012,13:17:09,13:18:09,0,0
Vehicle2,1,08/02/2012,13:17:14,13:18:14,0,0
Vehicle1,1,08/02/2012,13:18:10,13:19:10,1,0
Vehicle2,1,08/02/2012,13:18:15,13:19:15,0,0
Vehicle1,1,08/02/2012,13:19:11,13:20:11,0,1
Vehicle2,1,08/02/2012,13:19:16,13:20:16,0,1
Vehicle1,1,08/02/2012,13:20:12,13:21:12,0,0
Vehicle2,1,08/02/2012,13:20:17,13:21:17,0,0
Vehicle1,1,08/02/2012,13:21:13,13:22:13,1,0
Vehicle2,1,08/02/2012,13:21:18,13:22:18,0,0
Vehicle1,1,08/02/2012,13:22:14,13:23:14,1,1
Vehicle2,1,08/02/2012,13:22:19,13:23:19,0,1
Vehicle1,1,08/02/2012,13:23:15,13:24:15,0,0
Vehicle2,1,08/02/2012,13:23:20,13:24:20,0,0
Vehicle1,1,08/02/2012,13:24:16,13:25:16,0,0
Vehicle2,1,08/02/2012,13:24:21,13:25:21,0,0
Vehicle1,1,08/02/2012,13:25:17,13:26:17,2,0
Vehicle2,1,08/02/2012,13:25:22,13:26:22,0,0
Vehicle1,1,08/02/2012,13:26:18,13:27:18,2,0
Vehicle2,1,08/02/2012,13:26:23,13:27:23,0,0
Vehicle1,1,08/02/2012,13:27:19,13:28:19,1,0
Vehicle2,1,08/02/2012,13:27:24,13:28:24,0,0
Vehicle1,1,08/02/2012,13:28:20,13:29:20,1,0
Vehicle2,1,08/02/2012,13:28:25,13:29:25,0,0
Vehicle1,1,08/02/2012,13:29:21,13:30:21,1,1
Vehicle2,1,08/02/2012,13:29:26,13:30:26,0,1
Vehicle1,1,08/02/2012,13:30:22,13:31:22,2,0
Vehicle2,1,08/02/2012,13:30:27,13:31:27,0,0
Vehicle1,1,08/02/2012,13:31:23,13:32:23,0,0
Vehicle2,1,08/02/2012,13:31:28,13:32:28,0,0
Vehicle1,1,08/02/2012,13:32:24,13:33:24,0,2
Vehicle2,1,08/02/2012,13:32:29,13:33:29,0,2
Vehicle1,1,08/02/2012,13:33:25,13:34:25,0,2
Vehicle2,1,08/02/2012,13:33:30,13:34:30,0,2
Vehicle1,1,08/02/2012,13:34:26,13:35:26,1,0
Vehicle2,1,08/02/2012,13:34:31,13:35:31,0,0
Vehicle1,1,08/02/2012,13:35:27,13:36:27,0,0
Vehicle2,1,08/02/2012,13:35:32,13:36:32,0,0
Vehicle1,1,08/02/2012,13:36:28,13:37:28,1,0
Vehicle2,1,08/02/2012,13:36:33,13:37:33,0,0
Vehicle1,1,08/02/2012,13:37:29,13:38:29,0,0
Vehicle2,1,08/02/2012,13:37:34,13:38:34,0,0
Vehicle1,1,08/02/2012,13:38:30,13:39:30,0,0
Vehicle2,1,08/02/2012,13:38:35,13:39:35,0,0
Vehicle1,1,08/02/2012,13:39:31,13:40:31,0,0
Vehicle2,1,08/02/2012,13:39:36,13:40:36,0,0
Vehicle1,1,08/02/2012,13:40:32,13:41:32,1,0
Vehicle2,1,08/02/2012,13:40:37,13:41:37,0,0
Vehicle1,1,08/02/2012,13:41:33,13:42:33,1,0
Vehicle2,1,08/02/2012,13:41:38,13:42:38,0,0
Vehicle1,1,08/02/2012,13:42:34,13:43:34,0,0
Vehicle2,1,08/02/2012,13:42:39,13:43:39,0,0
Vehicle1,1,08/02/2012,13:43:35,13:44:35,1,0
Vehicle2,1,08/02/2012,13:43:40,13:44:40,0,0
Vehicle1,1,08/02/2012,13:44:36,13:45:36,2,1
Vehicle2,1,08/02/2012,13:44:41,13:45:41,0,1
Vehicle1,1,08/02/2012,13:45:37,13:46:37,0,1
Vehicle2,1,08/02/2012,13:45:42,13:46:42,0,1
Vehicle1,1,08/02/2012,13:46:38,13:47:38,0,1
Vehicle2,1,08/02/2012,13:46:43,13:47:43,0,1
Vehicle1,1,08/02/2012,13:47:39,13:48:39,0,0
Vehicle2,1,08/02/2012,13:47:44,13:48:44,0,0
Vehicle1,1,08/02/2012,13:48:40,13:49:40,0,0
Vehicle2,1,08/02/2012,13:48:45,13:49:45,0,0
Vehicle1,1,08/02/2012,13:49:41,13:50:41,1,0
Vehicle2,1,08/02/2012,13:49:46,13:50:46,0,0
Vehicle1,1,08/02/2012,13:50:42,13:51:42,0,2
Vehicle2,1,08/02/2012,13:50:47,13:51:47,0,2
Vehicle1,1,08/02/2012,13:51:43,13:52:43,0,0
Vehicle2,1,08/02/2012,13:51:48,13:52:48,0,0
Vehicle1,1,08/02/2012,13:52:44,13:53:44,0,0
Vehicle2,1,08/02/2012,13:52:49,13:53:49,0,0
Vehicle1,1,08/02/2012,13:53:45,13:54:45,1,2
Vehicle2,1,08/02/2012,13:53:50,13:54:50,0,2
Vehicle1,1,08/02/2012,13:54:46,13:55:46,1,0
Vehicle2,1,08/02/2012,13:54:51,13:55:51,0,0
Vehicle1,1,08/02/2012,13:55:47,13:56:47,1,0
Vehicle2,1,08/02/2012,13:55:52,13:56:52,0,0
Vehicle1,1,08/02/2012,13:56:48,13:57:48,0,0
Vehicle2,1,08/02/2012,13:56:53,13:57:53,0,0
Vehicle1,1,08/02/2012,13:57:49,13:58:49,1,0
Vehicle2,1,08/02/2012,13:57:54,13:58:54,0,0
Vehicle1,1,08/02/2012,13:58:50,13:59:50,0,2
Vehicle2,1,08/02/2012,13:58:55,13:59:55,0,2
Vehicle1,1,08/02/2012,13:59:51,14:00:51,0,1
Vehicle2,1,08/02/2012,13:59:56,14:00:56,0,1
Vehicle1,1,08/02/2012,14:00:52,14:01:52,1,1
Vehicle2,1,08/02/2012,14:00:57,14:01:57,0,1
Vehicle1,1,08/02/2012,14:01:53,14:02:53,0,0
Vehicle2,1,08/02/2012,14:01:58,14:02:58,0,0
Vehicle1,1,08/02/2012,14:02:54,14:03:54,1,1
Vehicle2,1,08/02/2012,14:02:59,14:03:59,0,1
Vehicle1,1,08/02/2012,14:03:55,14:04:55,1,0
Vehicle2,1,08/02/2012,14:04:00,14:05:00,0,0
Vehicle1,1,08/02/2012,14:04:56,14:05:56,0,0
Vehicle2,1,08/02/2012,14:05:01,14:06:01,0,1
Vehicle1,1,08/02/2012,14:05:57,14:06:57,0,1
Vehicle2,1,08/02/2012,14:06:02,14:07:02,0,0
Vehicle1,1,08/02/2012,14:06:58,14:07:58,0,0
Vehicle2,1,08/02/2012,14:07:03,14:08:03,0,0
Vehicle1,1,08/02/2012,14:07:59,14:08:59,0,0
Vehicle2,1,08/02/2012,14:08:04,14:09:04,1,1
Vehicle1,1,08/02/2012,14:09:00,14:10:00,1,1
Vehicle2,1,08/02/2012,14:09:05,14:10:05,0,1
Vehicle1,1,08/02/2012,14:10:01,14:11:01,0,2
Vehicle2,1,08/02/2012,14:10:06,14:11:06,0,2
Vehicle1,1,08/02/2012,14:11:02,14:12:02,0,0
Vehicle2,1,08/02/2012,14:11:07,14:12:07,0,0
Vehicle1,1,08/02/2012,14:12:03,14:13:03,0,1
Vehicle2,1,08/02/2012,14:12:08,14:13:08,0,1
Vehicle1,1,08/02/2012,14:13:04,14:14:04,1,0
Vehicle2,1,08/02/2012,14:13:09,14:14:09,0,0
Vehicle1,1,08/02/2012,14:14:05,14:15:05,0,0
Vehicle2,1,08/02/2012,14:14:10,14:15:10,0,0
Vehicle1,1,08/02/2012,14:15:06,14:16:06,0,0
Vehicle2,1,08/02/2012,14:15:11,14:16:11,0,0
Vehicle1,1,08/02/2012,14:16:07,14:17:07,1,1
Vehicle2,1,08/02/2012,14:16:12,14:17:12,0,1
Vehicle1,1,08/02/2012,14:17:08,14:18:08,1,1
Vehicle2,1,08/02/2012,14:17:13,14:18:13,0,1
Vehicle1,1,08/02/2012,14:18:09,14:19:09,0,1
Vehicle2,1,08/02/2012,14:18:14,14:19:14,0,1
Vehicle1,1,08/02/2012,14:19:10,14:20:10,0,1
Vehicle2,1,08/02/2012,14:19:15,14:20:15,0,1
Vehicle1,1,08/02/2012,14:20:11,14:21:11,0,0
Vehicle2,1,08/02/2012,14:20:16,14:21:16,0,0
Vehicle1,1,08/02/2012,14:21:12,14:22:12,0,0
Vehicle2,1,08/02/2012,14:21:17,14:22:17,0,0
Vehicle1,1,08/02/2012,14:22:13,14:23:13,0,1
Vehicle2,1,08/02/2012,14:22:18,14:23:18,0,1
Vehicle1,1,08/02/2012,14:23:14,14:24:14,1,0
Vehicle2,1,08/02/2012,14:23:19,14:24:19,0,0
Vehicle1,1,08/02/2012,14:24:15,14:25:15,0,1
Vehicle2,1,08/02/2012,14:24:20,14:25:20,0,1
Vehicle1,1,08/02/2012,14:25:16,14:26:16,0,0
Vehicle2,1,08/02/2012,14:25:21,14:26:21,0,0
Vehicle1,1,08/02/2012,14:26:17,14:27:17,1,0
Vehicle2,1,08/02/2012,14:26:22,14:27:22,0,0
Vehicle1,1,08/02/2012,14:27:18,14:28:18,0,2
Vehicle2,1,08/02/2012,14:27:23,14:28:23,0,2
Vehicle1,1,08/02/2012,14:28:19,14:29:19,0,0
Vehicle2,1,08/02/2012,14:28:24,14:29:24,0,0
Vehicle1,1,08/02/2012,14:29:20,14:30:20,1,0
Vehicle2,1,08/02/2012,14:29:25,14:30:25,0,0
Vehicle1,1,08/02/2012,14:30:21,14:31:21,1,1
Vehicle2,1,08/02/2012,14:30:26,14:31:26,0,1
Vehicle1,1,08/02/2012,14:31:22,14:32:22,0,3
Vehicle2,1,08/02/2012,14:31:27,14:32:27,0,3
Vehicle1,1,08/02/2012,14:32:23,14:33:23,0,1
Vehicle2,1,08/02/2012,14:32:28,14:33:28,0,1
Vehicle1,1,08/02/2012,14:33:24,14:34:24,0,2
Vehicle2,1,08/02/2012,14:33:29,14:34:29,0,2
Vehicle1,1,08/02/2012,14:34:25,14:35:25,0,1
Vehicle2,1,08/02/2012,14:34:30,14:35:30,0,1
Vehicle1,1,08/02/2012,14:35:26,14:36:26,0,0
Vehicle2,1,08/02/2012,14:35:31,14:36:31,0,0
Vehicle1,1,08/02/2012,14:36:27,14:37:27,2,0
Vehicle2,1,08/02/2012,14:36:32,14:37:32,0,0
Vehicle1,1,08/02/2012,14:37:28,14:38:28,1,0
Vehicle2,1,08/02/2012,14:37:33,14:38:33,0,0
Vehicle1,1,08/02/2012,14:38:29,14:39:29,0,0
Vehicle2,1,08/02/2012,14:38:34,14:39:34,0,0
Vehicle1,1,08/02/2012,14:39:30,14:40:30,0,0
Vehicle2,1,08/02/2012,14:39:35,14:40:35,0,0
Vehicle1,1,08/02/2012,14:40:31,14:41:31,0,0
Vehicle2,1,08/02/2012,14:40:36,14:41:36,0,0
Vehicle1,1,08/02/2012,14:41:32,14:42:32,0,1
Vehicle2,1,08/02/2012,14:41:37,14:42:37,0,1
Vehicle1,1,08/02/2012,14:42:33,14:43:33,0,0
Vehicle2,1,08/02/2012,14:42:38,14:43:38,0,0
Vehicle1,1,08/02/2012,14:43:34,14:44:34,0,1
Vehicle2,1,08/02/2012,14:43:39,14:44:39,0,1
Vehicle1,1,08/02/2012,14:44:35,14:45:35,0,0
Vehicle2,1,08/02/2012,14:44:40,14:45:40,0,0
Vehicle1,1,08/02/2012,14:45:36,14:46:36,0,2
